2022-11-28 18:28:00,628: 't'
2022-11-28 18:28:00,983: 'h'
2022-11-28 18:28:01,213: 'i'
2022-11-28 18:28:01,375: 's'
2022-11-28 18:28:01,531: Key.space
2022-11-28 18:28:01,726: 'i'
2022-11-28 18:28:01,847: 's'
2022-11-28 18:28:01,949: Key.space
2022-11-28 18:28:02,123: 'm'
2022-11-28 18:28:02,280: 'y'
2022-11-28 18:28:02,381: Key.space
2022-11-28 18:28:02,626: 'p'
2022-11-28 18:28:02,674: 'a'
2022-11-28 18:28:02,859: 's'
2022-11-28 18:28:03,020: 's'
2022-11-28 18:28:03,429: 'w'
2022-11-28 18:28:03,596: 'o'
2022-11-28 18:28:03,684: 'r'
2022-11-28 18:28:03,876: 'd'
2022-11-28 18:28:04,015: Key.space
2022-11-28 18:28:04,134: 'a'
2022-11-28 18:28:04,226: 'n'
2022-11-28 18:28:04,367: 'd'
2022-11-28 18:28:04,458: Key.space
2022-11-28 18:28:04,690: 't'
2022-11-28 18:28:04,958: 'h'
2022-11-28 18:28:05,057: 'i'
2022-11-28 18:28:05,237: 's'
2022-11-28 18:28:05,419: Key.space
2022-11-28 18:28:05,559: 'i'
2022-11-28 18:28:05,634: 's'
2022-11-28 18:28:05,796: Key.space
2022-11-28 18:28:06,101: 'm'
2022-11-28 18:28:06,212: 'y'
2022-11-28 18:28:06,334: Key.space
2022-11-28 18:28:06,611: 'e'
2022-11-28 18:28:06,746: 'm'
2022-11-28 18:28:06,880: 'a'
2022-11-28 18:28:07,267: 'i'
2022-11-28 18:28:07,489: 'l'
2022-11-28 18:28:07,570: Key.space
2022-11-28 18:28:07,653: 'a'
2022-11-28 18:28:08,011: 'r'
2022-11-28 18:28:08,337: Key.backspace
2022-11-28 18:28:08,429: 'd'
2022-11-28 18:28:08,532: 'd'
2022-11-28 18:28:08,621: 'r'
2022-11-28 18:28:08,811: 'e'
2022-11-28 18:28:09,198: 's'
2022-11-28 18:28:09,347: 's'
2022-11-28 18:34:22,832: 'a'
2022-11-28 18:34:23,014: 'n'
2022-11-28 18:34:23,138: 'd'
2022-11-28 18:34:23,218: Key.space
2022-11-28 18:34:23,386: 't'
2022-11-28 18:34:23,582: 'h'
2022-11-28 18:34:23,681: "'"
2022-11-28 18:34:23,820: 's'
2022-11-28 18:34:24,000: Key.space
2022-11-28 18:34:24,282: Key.backspace
2022-11-28 18:34:24,450: Key.backspace
2022-11-28 18:34:24,595: Key.backspace
2022-11-28 18:34:25,090: 'i'
2022-11-28 18:34:25,276: 's'
2022-11-28 18:34:25,453: Key.space
2022-11-28 18:34:25,717: 'i'
2022-11-28 18:34:25,868: 's'
2022-11-28 18:34:25,975: Key.space
2022-11-28 18:34:26,228: 'm'
2022-11-28 18:34:26,381: 'y'
2022-11-28 18:34:26,495: Key.space
2022-11-28 18:34:26,848: 'o'
2022-11-28 18:34:26,992: 't'
2022-11-28 18:34:27,133: 'h'
2022-11-28 18:34:27,254: 'e'
2022-11-28 18:34:27,441: 'r'
2022-11-28 18:34:27,499: Key.space
2022-11-28 18:34:27,743: 'p'
2022-11-28 18:34:27,840: 'a'
2022-11-28 18:34:28,063: 's'
2022-11-28 18:34:28,244: 's'
2022-11-28 18:34:28,474: 'w'
2022-11-28 18:34:28,575: 'o'
2022-11-28 18:34:28,697: 'r'
2022-11-28 18:34:28,920: 'd'
2022-11-28 18:34:29,176: Key.space
2022-11-28 18:34:30,366: 'i'
2022-11-28 18:34:30,585: 'n'
2022-11-28 18:34:30,778: Key.space
2022-11-28 18:34:31,142: 'm'
2022-11-28 18:34:31,288: 'y'
2022-11-28 18:34:31,395: Key.space
2022-11-28 18:34:31,630: 's'
2022-11-28 18:34:31,823: 'e'
2022-11-28 18:34:32,027: 'c'
2022-11-28 18:34:32,100: 'o'
2022-11-28 18:34:32,298: 'n'
2022-11-28 18:34:32,380: 'd'
2022-11-28 18:34:32,498: Key.space
2022-11-28 18:34:32,753: 'e'
2022-11-28 18:34:34,202: '='
2022-11-28 18:34:35,221: Key.backspace
2022-11-28 18:34:36,890: '-'
2022-11-28 18:34:37,250: 'm'
2022-11-28 18:34:37,392: 'a'
2022-11-28 18:34:37,758: 'i'
2022-11-28 18:34:38,300: 'l'
2022-11-28 18:45:18,062: 'S'
2022-11-28 18:45:19,921: Key.backspace
2022-11-28 18:45:20,697: 'A'
2022-11-28 18:45:20,973: 'n'
2022-11-28 18:45:21,079: 'd'
2022-11-28 18:45:21,190: Key.space
2022-11-28 18:45:21,428: 't'
2022-11-28 18:45:21,720: 'h'
2022-11-28 18:45:21,875: 'i'
2022-11-28 18:45:22,047: 's'
2022-11-28 18:45:22,187: Key.space
2022-11-28 18:45:22,346: 'i'
2022-11-28 18:45:22,431: 's'
2022-11-28 18:45:22,533: Key.space
2022-11-28 18:45:22,695: 'm'
2022-11-28 18:45:22,863: 'y'
2022-11-28 18:45:22,977: Key.space
2022-11-28 18:45:28,191: 'f'
2022-11-28 18:45:28,319: 'i'
2022-11-28 18:45:28,509: 'n'
2022-11-28 18:45:28,608: 'a'
2022-11-28 18:45:28,750: 'l'
2022-11-28 18:45:28,944: Key.space
2022-11-28 18:45:29,311: 'p'
2022-11-28 18:45:29,393: 'a'
2022-11-28 18:45:29,586: 's'
2022-11-28 18:45:29,765: 's'
2022-11-28 18:45:30,022: Key.space
2022-11-28 18:45:30,878: 'a'
2022-11-28 18:45:31,070: 'n'
2022-11-28 18:45:31,233: 'd'
2022-11-28 18:45:31,373: Key.space
2022-11-28 18:45:31,955: Key.backspace
2022-11-28 18:45:32,228: Key.space
2022-11-28 18:45:32,789: 'f'
2022-11-28 18:45:32,925: 'i'
2022-11-28 18:45:33,113: 'n'
2022-11-28 18:45:33,198: 'a'
2022-11-28 18:45:33,346: 'l'
2022-11-28 18:45:33,499: Key.space
2022-11-28 18:45:35,564: 'e'
2022-11-28 18:45:35,666: 'm'
2022-11-28 18:45:35,778: 'a'
2022-11-28 18:45:36,115: 'i'
2022-11-28 18:45:36,354: 'l'
2022-11-28 18:45:36,748: Key.space
2022-11-28 18:45:36,917: 'i'
2022-11-28 18:45:37,134: 'n'
2022-11-28 18:45:37,137: 'f'
2022-11-28 18:45:37,642: 'o'
